Calories,Total Fat (g),Total Sugars (g),Carbohydrates (Carbs) (g),Protein (g),Cluster
225,5.3,25.5,17.1,11.7,1
268,19.6,43.4,14.3,7.1,1
256,2.4,28.3,19.3,22.7,0
432,10.4,42.4,6.8,16.7,2
132,27.7,29.6,100.0,31.8,0
509,32.3,14.2,3.8,12.8,1
117,22.9,0.4,51.8,27.4,1
665,25.5,8.5,58.0,6.0,1
352,22.1,31.0,53.5,14.0,1
637,35.5,20.5,64.9,5.3,1
260,8.8,9.6,86.7,18.3,0
537,29.4,32.4,35.9,6.4,1
148,19.7,29.4,66.7,8.5,1
510,12.9,21.9,22.6,30.1,2
123,34.0,27.9,71.5,11.4,1
308,19.0,43.4,96.0,8.0,0
780,29.9,11.9,85.4,28.1,0
691,17.2,18.5,14.8,46.3,2
596,36.9,6.9,34.9,48.1,2
564,12.3,1.1,84.7,34.6,0
318,18.9,2.8,64.9,13.0,1
685,18.2,45.0,8.7,45.0,2
498,24.2,49.6,51.1,21.6,2
403,36.8,35.8,97.4,22.2,1
379,25.0,5.7,56.3,20.2,1
153,38.4,18.3,76.2,21.5,1
318,9.3,38.1,76.2,10.1,0
447,38.7,2.1,67.6,8.1,1
243,8.1,5.8,90.0,31.4,0
541,16.5,45.2,80.6,13.7,0
68,0.2,21.9,67.5,2.3,0
793,33.2,16.6,99.0,14.4,0
729,31.1,5.8,59.1,29.8,1
641,34.2,39.1,27.7,18.9,2
180,21.3,36.4,14.2,30.8,2
243,2.9,18.8,94.2,40.3,0
529,14.2,0.6,48.7,47.3,0
292,18.3,34.8,0.2,39.5,2
152,4.4,8.5,36.7,18.5,1
638,14.2,1.5,96.9,42.3,0
92,25.6,22.8,37.8,43.1,2
444,16.5,25.8,61.0,32.8,0
461,25.3,2.1,51.7,33.0,1
151,15.7,20.5,44.7,41.8,0
582,3.4,44.0,24.4,9.6,2
130,36.0,44.3,0.3,25.0,2
609,8.9,36.3,95.2,46.2,0
117,36.4,36.5,98.0,23.7,1
67,28.2,13.1,26.1,10.1,1
166,12.1,3.5,44.0,20.1,1
69,12.8,2.9,98.7,37.7,0
452,13.1,40.4,65.5,36.4,0
279,35.1,33.5,98.6,21.6,1
389,30.3,28.5,6.1,44.6,2
658,28.5,41.3,86.0,24.1,0
581,23.5,18.9,44.9,9.1,1
776,36.8,27.5,53.1,46.7,2
132,17.8,16.7,49.1,2.3,1
563,2.5,30.6,85.1,32.8,0
591,37.8,22.6,33.4,8.8,1
575,27.4,17.7,15.4,40.6,2
88,9.1,22.1,80.3,13.9,0
419,27.6,22.1,98.6,23.3,0
189,9.9,10.5,54.9,6.3,1
429,9.3,24.6,31.5,29.7,2
677,26.6,9.9,3.2,16.6,1
535,38.0,43.2,11.7,4.8,2
288,20.7,4.5,55.2,43.8,0
419,17.0,23.1,73.3,15.6,0
519,13.4,26.1,66.9,16.9,0
761,14.2,38.2,82.1,38.4,0
711,7.2,49.0,96.0,22.2,0
224,16.5,4.9,4.5,25.3,1
567,19.1,18.4,71.9,8.2,0
500,13.6,10.3,58.6,11.0,0
72,31.2,31.2,93.6,19.2,1
652,24.1,17.7,5.7,8.1,1
357,17.1,11.3,30.0,48.1,2
321,14.7,22.6,26.9,39.6,2
618,10.9,8.1,27.9,47.4,2
244,38.4,15.0,13.4,14.1,1
406,18.1,47.7,96.6,6.9,0
180,18.2,34.7,60.8,5.0,1
729,11.1,16.6,61.1,4.1,0
367,9.4,39.3,48.0,20.6,0
297,36.0,9.7,89.6,20.1,1
429,33.2,17.5,62.6,14.3,1
683,24.2,26.4,91.4,30.1,0
223,28.9,16.0,0.2,6.7,1
579,1.3,29.0,70.7,27.5,0
729,16.6,19.1,1.6,46.9,2
673,38.2,20.2,89.4,29.5,0
790,39.4,42.7,12.5,19.7,2
285,5.0,13.7,75.7,40.2,0
605,28.5,11.0,93.5,43.4,0
262,28.2,21.6,32.1,31.1,1
377,20.5,46.3,47.6,11.5,2
737,34.6,42.1,84.9,29.0,2
461,2.7,36.7,64.5,13.9,0
441,18.0,24.5,67.3,33.3,0
593,10.1,48.1,71.8,33.8,0
667,23.2,0.7,94.5,11.8,0
670,17.1,34.9,15.8,20.9,2
177,17.2,4.8,4.5,28.0,1
215,2.8,12.3,70.5,34.5,0
414,25.5,39.4,83.5,45.4,2
325,16.1,47.5,1.3,39.0,2
281,20.9,24.3,11.3,47.5,2
319,10.2,29.7,1.3,30.1,2
270,31.5,17.0,33.2,33.9,1
111,35.1,17.7,4.2,4.7,1
159,14.4,26.5,60.4,14.8,1
146,31.5,8.9,34.9,8.6,1
358,32.8,9.7,37.9,26.4,1
732,1.2,3.5,41.5,20.6,0
320,36.8,17.1,10.3,20.7,1
355,29.4,34.2,34.2,47.3,2
157,1.0,48.2,29.6,26.8,2
328,28.8,9.7,46.2,38.4,1
434,29.8,21.0,82.1,16.3,1
178,2.2,24.6,98.1,22.4,0
134,34.0,43.3,12.4,40.7,2
175,9.8,35.5,58.3,23.4,0
596,25.1,42.5,25.6,39.1,2
457,39.4,44.1,36.5,24.3,2
156,35.5,15.2,17.9,41.5,1
67,24.7,18.5,41.1,48.4,2
644,28.8,28.0,76.8,19.6,0
706,11.0,15.8,62.8,50.0,0
480,6.4,32.1,90.5,30.0,0
799,3.3,5.8,26.2,8.5,0
52,3.4,37.7,82.2,41.1,0
400,6.5,49.2,53.2,17.1,0
691,25.6,20.3,29.9,2.0,1
461,23.8,14.8,21.8,31.0,2
319,39.2,32.7,18.3,4.1,1
433,23.8,41.0,18.1,19.0,2
315,6.0,35.5,72.0,0.3,0
291,21.8,5.7,94.9,12.1,1
128,23.7,42.6,56.1,12.4,1
549,19.8,16.4,86.9,21.8,0
129,27.6,37.5,76.3,21.8,1
52,30.3,14.4,58.9,1.1,1
489,3.9,38.4,8.2,37.9,2
145,29.4,43.3,20.5,45.0,2
636,33.2,49.9,80.5,27.5,2
86,15.7,13.5,99.1,14.9,1
407,16.8,23.5,21.8,29.6,2
596,24.0,38.7,29.5,0.9,2
183,30.0,1.7,15.8,14.9,1
401,23.6,30.0,94.2,35.3,0
56,20.7,16.8,16.2,30.7,1
651,24.7,10.9,54.2,9.6,1
616,6.7,28.6,54.9,33.1,0
501,3.8,42.5,70.8,15.0,0
780,23.5,37.8,39.7,25.5,2
398,0.4,1.5,25.1,26.6,0
231,22.2,20.1,60.8,0.6,1
75,5.4,3.1,24.2,43.0,1
763,19.7,39.9,26.3,25.2,2
728,39.5,27.9,9.4,9.4,2
406,25.9,43.5,97.8,2.7,0
597,33.2,30.0,42.0,4.4,1
304,12.9,30.1,35.3,46.6,2
256,0.1,2.9,29.2,10.0,1
492,10.5,32.0,0.3,5.9,2
132,27.4,32.9,89.4,27.6,1
563,23.9,40.5,0.3,37.3,2
705,37.2,6.7,73.4,35.2,2
311,29.6,28.6,85.3,18.6,1
553,4.2,42.7,63.2,37.9,0
234,37.9,37.1,48.5,13.2,1
452,13.1,31.6,30.7,33.3,2
247,20.9,20.8,92.6,21.9,0
95,31.0,29.7,79.5,42.6,1
222,37.8,33.9,43.1,33.1,2
768,21.0,32.4,24.1,49.2,2
272,21.0,49.2,53.2,5.5,1
523,29.5,10.3,79.2,20.6,1
791,11.4,32.7,46.8,45.5,2
105,25.3,49.9,12.9,33.3,2
147,20.6,3.3,6.0,44.5,1
281,4.7,17.0,42.6,13.0,1
493,0.7,30.7,8.6,46.7,2
576,4.7,45.9,30.2,37.9,2
791,21.0,15.2,76.4,28.1,0
591,26.3,19.3,42.5,34.9,2
493,23.8,6.1,80.4,27.4,0
135,15.3,14.4,7.9,45.3,2
371,12.2,43.7,70.5,2.9,0
508,2.8,6.9,94.6,48.5,0
200,2.4,5.7,19.7,28.8,1
374,35.6,13.3,83.8,19.0,1
579,3.5,14.7,59.9,16.4,0
771,24.2,41.0,8.8,29.1,2
544,6.4,25.6,100.0,4.3,0
503,23.5,5.6,19.9,38.0,2
380,8.4,21.8,31.4,22.2,0
705,18.7,13.5,67.4,36.4,0
628,16.0,19.8,83.1,1.2,0
707,24.5,34.1,67.0,35.2,2
529,7.2,16.7,83.4,21.0,0
520,39.6,20.9,34.1,37.9,2
543,30.7,47.9,83.4,5.2,1
681,17.2,19.0,42.8,0.1,1
720,18.0,6.2,62.0,39.5,0
649,4.4,22.8,26.2,42.8,2
108,30.8,0.4,52.8,43.0,1
69,23.7,11.8,51.8,30.6,1
544,20.2,21.6,47.7,33.3,2
750,31.5,40.0,13.0,26.9,2
459,24.4,33.2,36.0,2.5,1
147,38.7,10.3,16.7,4.6,1
253,22.5,40.4,37.0,9.2,1
287,11.6,36.6,69.9,3.4,0
746,13.0,22.2,71.6,21.3,0
275,23.0,5.7,16.0,38.5,1
163,23.5,26.9,19.5,19.5,1
755,21.0,49.0,61.2,45.7,2
407,2.3,23.7,43.3,47.6,0
313,6.3,30.9,75.7,4.8,0
629,20.6,15.0,86.5,1.7,0
718,5.7,24.5,94.6,16.1,0
780,11.2,3.2,62.3,21.9,0
531,0.2,3.2,49.6,6.3,0
222,7.2,44.6,28.1,25.2,2
137,20.2,23.1,74.1,35.0,0
578,23.7,3.6,99.3,39.4,0
508,27.7,41.4,57.9,4.6,1
252,1.5,35.9,97.0,40.6,0
225,13.7,29.7,11.3,14.5,1
182,16.5,40.8,37.1,11.5,1
251,8.1,26.4,24.1,13.1,1
336,14.6,31.8,39.3,39.9,2
725,26.7,42.1,11.6,35.6,2
466,20.0,27.0,2.6,25.2,2
611,16.9,21.1,53.6,17.3,0
433,27.7,33.3,44.9,17.8,2
567,17.0,41.6,7.1,33.2,2
543,12.6,12.2,25.4,10.7,1
700,28.8,22.5,25.3,49.5,2
215,2.4,32.9,86.1,4.2,0
601,0.2,38.8,74.1,5.3,0
751,23.4,49.8,96.5,14.1,0
182,13.1,29.0,42.9,4.7,1
454,29.1,35.7,19.6,0.5,1
610,7.8,21.5,93.7,30.9,0
663,30.4,16.5,58.8,33.1,2
653,35.2,16.8,69.5,23.1,1
440,38.5,44.8,0.2,39.8,2
719,30.8,17.0,13.0,26.3,2
474,19.7,6.5,53.7,6.4,1
214,0.5,40.1,48.3,16.0,0
547,20.9,9.8,68.5,17.6,0
403,36.7,19.8,22.7,15.7,1
90,10.3,12.1,33.1,40.2,1
737,26.7,37.2,58.8,28.6,2
491,27.3,3.5,19.0,6.0,1
262,6.1,11.1,17.0,46.2,2
458,27.1,32.4,87.0,0.7,1
787,26.7,36.3,88.3,39.0,0
636,25.0,47.4,45.0,13.5,2
387,14.6,37.6,96.2,39.4,0
506,10.8,47.9,32.5,0.3,2
565,39.3,47.1,39.2,23.5,2
659,24.4,5.6,46.4,10.7,1
692,1.2,26.4,86.7,45.5,0
302,20.6,37.8,78.3,14.0,0
707,7.9,41.5,53.0,12.5,0
519,4.8,16.6,49.2,44.7,0
318,35.9,35.8,89.0,10.6,1
454,16.6,22.3,37.6,25.9,2
784,8.1,36.3,61.7,18.0,0
550,5.5,47.0,97.9,43.8,0
117,39.3,39.0,8.2,1.9,1
605,23.5,14.6,75.0,25.3,0
442,28.6,21.5,43.9,32.1,2
511,26.3,46.2,23.9,5.4,2
195,26.9,4.4,80.9,11.1,1
321,23.5,18.2,17.8,29.8,1
234,24.5,42.3,4.7,35.8,2
251,23.7,46.3,69.8,34.4,2
249,32.1,28.4,27.9,20.5,1
729,31.5,5.7,45.0,29.5,2
746,19.4,8.8,34.1,32.1,2
103,33.7,27.3,42.7,8.0,1
354,33.3,36.9,54.3,5.7,1
94,26.4,45.8,76.9,28.9,1
78,15.8,42.9,93.9,37.8,0
624,32.2,0.2,87.0,40.7,0
541,10.9,6.8,15.9,25.7,1
730,37.3,34.8,18.6,39.6,2
452,22.4,41.7,78.0,39.1,2
56,27.6,25.4,57.7,22.7,1
134,35.1,11.4,86.1,34.5,1
386,26.7,15.1,90.9,4.5,1
532,13.6,10.9,51.3,36.5,0
265,26.5,30.3,32.1,4.2,1
681,33.6,34.4,74.2,43.2,2
246,9.0,0.1,69.6,30.3,0
733,11.5,22.2,8.4,16.9,2
637,32.3,24.2,21.2,11.5,2
333,35.4,43.4,84.9,11.1,1
638,25.7,49.7,24.3,46.7,2
141,23.9,40.9,60.8,32.3,2
333,30.3,44.6,93.7,1.4,1
544,3.9,3.6,48.8,5.7,0
373,12.2,7.7,78.9,23.2,0
516,34.9,17.5,87.4,43.7,0
174,2.8,19.4,93.1,13.6,0
638,16.7,36.4,99.3,22.6,0
511,18.0,27.3,83.6,41.7,0
243,14.0,7.4,97.0,9.0,0
392,19.4,28.8,88.1,31.4,0
559,18.6,5.6,51.3,41.0,0
279,17.9,12.4,5.6,11.8,1
694,0.9,7.4,75.8,24.5,0
50,39.6,41.7,35.8,7.4,1
350,24.4,49.3,91.3,8.1,0
241,1.7,33.6,40.4,39.5,0
140,21.4,35.8,94.7,13.7,1
104,5.6,5.4,72.0,14.3,1
764,16.3,22.2,0.3,8.2,2
168,6.6,22.0,21.7,26.8,1
132,25.0,33.7,50.2,14.8,1
122,19.5,7.8,96.1,40.5,0
197,0.8,46.0,72.5,13.2,0
770,8.9,5.3,64.8,17.3,0
334,7.6,4.3,31.0,37.6,0
536,27.5,27.0,52.5,47.3,2
414,37.1,25.6,5.3,26.2,2
290,4.1,19.3,0.4,12.5,1
139,24.0,0.6,91.0,4.3,1
468,18.7,26.5,34.2,16.9,1
220,6.2,6.9,15.8,21.6,1
103,32.2,14.8,30.9,3.5,1
445,14.3,43.9,31.4,4.1,2
72,6.2,0.8,72.9,13.7,1
94,11.9,45.4,78.6,21.4,0
530,10.6,44.6,72.1,16.7,0
177,22.7,42.0,46.7,48.9,2
134,13.2,28.3,54.5,16.3,1
652,29.1,12.0,46.3,24.4,1
203,12.7,37.8,82.7,34.5,0
138,10.2,28.1,99.5,19.6,0
660,29.3,26.2,86.1,39.7,0
414,35.6,17.3,1.9,13.6,1
313,6.4,43.1,84.6,20.1,0
102,37.2,17.5,42.7,39.4,1
589,14.5,25.0,51.6,7.2,0
392,14.0,41.5,37.5,48.1,2
794,3.2,24.5,73.3,20.3,0
100,27.5,1.6,93.6,20.9,1
173,6.9,24.6,37.6,43.8,0
339,35.1,18.2,16.5,7.7,1
268,32.3,30.9,35.1,6.0,1
300,11.9,32.3,51.6,3.2,1
252,32.8,18.1,19.1,12.2,1
429,29.2,45.0,77.9,25.6,2
751,15.1,23.5,20.3,9.7,2
311,16.2,26.7,4.8,24.7,2
202,26.1,9.1,46.5,33.0,1
224,28.6,32.1,38.7,48.8,2
316,39.2,32.2,82.6,25.5,1
140,4.3,46.6,68.5,33.2,0
375,28.5,27.8,88.0,3.2,1
672,0.7,45.2,1.2,22.1,2
210,28.2,43.1,85.3,21.5,1
758,9.0,40.5,85.7,24.3,0
493,10.8,8.8,87.4,24.3,0
484,23.6,4.4,26.6,11.0,1
237,22.9,19.1,69.0,48.7,0
233,3.6,4.0,10.9,10.3,1
100,11.1,32.3,42.9,3.2,1
682,3.5,12.4,12.9,14.5,0
194,21.1,9.4,46.2,8.3,1
328,16.9,43.6,22.1,2.5,1
728,12.0,36.9,0.4,35.2,2
495,11.1,24.3,86.0,23.2,0
744,30.3,2.4,65.5,40.6,0
787,20.0,42.0,5.5,44.6,2
67,35.9,1.2,98.2,47.5,1
515,28.5,16.2,40.3,5.1,1
694,21.6,38.5,72.5,27.2,0
188,17.3,8.7,67.8,27.8,1
291,32.4,3.7,97.9,16.7,1
457,20.0,29.1,55.7,6.9,1
449,39.3,25.6,25.3,26.8,2
519,8.2,4.3,72.4,28.0,0
640,6.2,44.8,32.2,22.7,2
506,25.7,13.7,68.6,44.1,0
382,4.2,36.8,0.3,5.3,2
113,4.3,26.2,97.7,24.4,0
329,3.7,15.1,40.5,49.2,0
281,38.6,3.3,65.3,47.9,1
108,28.6,46.0,67.0,16.1,1
377,37.5,35.9,81.9,37.7,2
772,5.4,47.0,73.3,32.6,0
611,24.0,45.0,61.7,49.7,2
160,35.7,0.0,79.2,26.7,1
399,32.5,8.3,33.5,25.7,1
283,11.9,32.8,10.8,18.3,2
344,37.7,36.4,61.3,9.0,1
778,28.6,7.0,82.0,26.8,0
595,2.9,20.4,29.1,16.2,0
529,32.8,44.9,39.1,4.7,2
348,34.9,30.0,10.4,27.9,2
645,20.5,31.7,70.4,18.1,0
409,15.5,47.9,58.4,19.9,2
647,9.2,15.5,56.6,36.4,0
65,13.9,45.3,54.9,36.9,2
517,39.9,5.5,68.8,11.1,1
444,31.6,22.7,38.8,11.9,1
382,29.6,25.9,52.3,38.8,2
89,1.6,31.2,48.7,21.6,0
98,30.9,15.1,19.6,10.8,1
768,18.4,47.1,13.4,10.7,2
678,7.7,36.9,69.8,10.4,0
506,4.5,5.8,73.0,4.7,0
576,0.8,2.5,60.4,16.9,0
295,25.2,37.1,97.5,26.0,0
489,11.9,42.5,61.8,0.1,0
558,3.6,9.5,74.0,22.8,0
462,11.2,11.5,80.7,18.1,0
472,19.0,7.0,92.2,8.7,0
756,14.9,15.5,1.5,13.7,2
252,22.1,25.3,69.1,28.6,1
261,12.6,1.7,25.3,42.4,1
549,25.9,35.6,94.4,43.6,0
274,9.5,25.4,98.8,43.1,0
594,24.0,39.2,33.9,31.4,2
228,29.7,40.6,19.4,14.9,1
648,1.9,7.0,68.8,41.0,0
701,21.2,16.6,63.1,22.7,0
69,9.1,47.4,81.6,28.6,0
758,26.3,30.4,24.2,43.0,2
570,31.3,15.8,70.9,32.2,0
375,2.9,20.4,5.4,45.0,2
528,15.4,18.2,1.3,29.9,2
798,28.0,0.8,93.6,12.2,0
412,39.9,46.6,11.1,26.5,2
461,34.6,26.5,20.8,35.3,2
200,29.1,14.3,35.7,26.0,1
629,12.9,37.4,16.9,2.4,2
694,32.0,24.9,12.5,3.5,1
55,10.4,35.0,6.5,41.6,2
228,26.7,12.1,77.1,19.0,1
616,4.4,32.6,8.2,20.3,2
347,27.7,43.3,88.9,7.6,1
658,33.6,38.8,84.3,26.6,2
617,27.5,43.2,60.9,23.6,2
532,27.4,4.6,77.2,27.9,0
296,18.8,4.4,59.3,47.6,0
530,9.7,23.5,41.2,22.1,0
491,39.7,33.7,49.1,32.3,2
304,32.9,25.2,56.8,27.8,1
501,37.8,17.4,19.7,36.7,2
635,29.4,30.4,36.1,26.9,2
684,18.4,40.9,89.2,25.3,0
321,19.7,25.7,93.8,25.3,0
90,28.8,26.0,54.2,49.4,2
178,27.9,38.0,80.8,1.3,1
275,20.2,42.8,22.0,4.8,1
510,32.6,27.3,47.9,43.3,2
555,22.3,42.0,84.1,14.0,0
388,7.5,6.7,78.7,32.7,0
405,18.1,12.4,46.1,12.4,1
161,39.5,32.4,29.0,9.2,1
458,34.7,25.8,44.2,12.0,1
314,17.6,1.0,38.7,2.0,1
458,36.2,45.8,95.3,49.9,2
110,4.1,1.8,84.1,27.1,0
60,3.9,35.4,10.2,11.6,1
394,30.9,38.6,11.1,42.4,2
293,14.7,27.0,77.2,18.1,0
146,36.8,2.0,55.4,12.5,1
665,31.0,34.6,43.2,44.5,2
327,18.8,42.8,64.5,7.8,1
130,13.8,11.3,72.2,44.7,0
212,0.5,39.0,37.2,10.2,0
251,19.7,8.7,98.4,39.5,0
92,9.7,20.6,57.8,47.7,0
496,5.3,11.0,18.0,36.7,0
294,2.6,18.4,94.3,28.7,0
757,39.2,10.4,82.6,9.8,1
62,5.6,9.4,62.0,20.6,1
731,3.0,13.2,11.0,34.8,2
92,21.9,41.8,16.4,47.9,2
306,1.0,34.6,91.0,9.1,0
439,39.6,2.5,0.3,46.0,2
507,39.7,47.4,95.2,14.4,2
574,7.2,39.3,35.2,4.8,0
598,21.6,39.6,21.7,39.2,2
481,19.2,43.4,4.2,33.3,2
221,28.8,33.4,29.1,19.7,1
179,23.9,2.4,14.2,14.7,1
492,5.3,46.9,35.3,47.5,2
90,27.3,35.0,21.3,9.5,1
596,30.2,34.8,81.8,1.8,1
703,33.5,14.9,56.3,34.2,2
235,14.9,28.3,72.4,46.4,0
445,20.8,46.3,11.8,22.1,2
519,16.5,19.2,14.3,12.4,1
237,23.0,11.3,13.1,16.7,1
736,8.1,41.9,73.1,10.4,0
57,19.9,37.5,32.3,16.9,1
107,5.3,10.7,25.5,29.7,1
688,15.2,41.5,90.9,15.9,0
318,39.7,45.7,66.1,24.8,2
265,6.6,29.5,25.1,48.1,2
451,15.6,16.0,99.6,9.9,0
544,17.0,19.6,50.6,47.0,2
299,30.2,26.5,57.8,45.6,2
219,12.7,31.0,42.9,12.6,1
399,19.8,41.2,11.2,43.9,2
205,28.5,28.5,18.3,21.9,1
319,34.0,36.1,19.0,36.5,2
585,38.3,34.6,86.5,25.3,2
563,2.9,36.7,33.2,22.6,0
139,5.8,42.8,63.8,4.0,0
336,21.8,31.1,19.2,49.0,2
719,15.6,16.0,46.8,10.6,0
488,38.2,31.8,72.4,13.3,1
336,38.4,30.0,4.0,28.8,2
103,30.1,46.9,90.5,15.8,1
423,20.0,3.0,67.8,15.1,1
441,12.3,29.7,99.1,0.9,0
633,8.9,24.4,87.1,26.2,0
632,26.3,25.2,63.1,44.9,2
684,3.3,34.8,46.0,28.6,0
792,18.1,6.1,96.4,16.4,0
366,18.3,40.8,18.2,33.4,2
525,22.2,28.4,71.0,1.2,1
773,10.2,11.4,40.9,0.7,0
256,27.3,35.1,25.3,21.4,2
243,4.2,10.2,67.9,41.7,0
648,11.2,33.8,71.1,41.0,0
722,13.8,14.3,48.8,5.7,0
343,9.6,38.5,52.4,34.6,0
247,27.7,24.7,4.6,30.7,2
799,14.3,7.2,31.0,19.9,0
611,28.8,0.1,68.6,41.4,0
560,32.1,39.8,7.0,26.8,2
282,17.2,48.6,91.6,26.2,0
504,29.1,11.3,17.0,0.7,1
421,12.9,3.5,21.8,19.6,1
691,21.3,42.0,15.4,26.2,2
177,21.1,10.2,3.3,36.8,1
747,21.7,17.5,83.3,20.6,0
167,32.0,5.6,62.5,8.6,1
211,1.3,31.1,22.2,12.8,1
595,14.7,12.0,79.8,9.2,0
452,17.1,18.1,80.7,23.0,0
342,22.5,1.7,0.8,29.2,1
250,34.5,8.4,84.1,44.6,1
132,5.8,16.9,92.8,25.0,0
331,2.8,36.1,51.4,28.2,0
763,28.5,24.7,40.0,12.1,2
176,39.0,27.0,2.4,2.4,1
504,2.6,1.7,96.6,11.4,0
680,9.1,6.2,98.2,23.0,0
139,14.4,6.2,98.9,45.8,0
116,1.4,49.0,94.5,17.2,0
295,32.7,0.3,90.9,13.0,1
72,34.6,38.6,23.0,37.6,2
632,28.8,35.7,66.3,21.0,2
120,22.3,12.5,61.9,10.6,1
701,35.9,19.3,30.0,13.0,1
128,15.1,18.2,99.3,39.3,0
175,7.8,6.8,80.5,48.4,0
500,23.2,28.0,94.7,24.2,0
580,35.7,41.3,16.5,13.1,2
796,13.3,10.5,18.2,47.7,2
503,7.4,17.3,62.8,41.3,0
284,17.5,46.3,81.2,34.2,0
168,5.4,27.5,5.0,48.2,2
589,38.1,31.3,25.6,37.1,2
140,26.0,7.7,35.8,7.2,1
671,25.2,24.6,48.0,29.2,2
613,10.4,39.8,68.1,10.9,0
574,19.1,29.5,65.8,39.5,0
710,14.8,24.5,93.3,46.5,0
492,7.2,13.4,43.6,30.4,0
771,28.9,2.9,54.1,32.0,0
365,16.9,10.9,94.4,21.3,0
248,11.5,18.2,88.7,7.7,0
208,4.6,15.1,68.4,18.9,0
571,28.8,14.5,76.5,7.9,1
403,18.6,17.2,39.4,21.9,1
135,24.2,24.1,45.9,29.2,1
761,12.5,47.4,93.0,34.0,0
56,31.2,25.8,2.1,40.3,2
356,39.6,40.0,47.1,15.9,1
721,12.7,44.8,13.1,38.0,2
654,22.3,3.5,78.4,43.7,0
242,1.4,32.8,40.1,25.9,0
201,35.9,22.2,94.4,32.5,1
239,22.2,4.3,24.7,36.7,1
537,12.7,29.7,13.8,29.2,2
563,8.2,19.7,7.2,14.0,2
257,34.4,7.0,2.0,27.9,1
726,11.7,7.6,88.6,37.0,0
200,4.6,4.3,21.8,15.2,1
696,39.8,15.3,89.6,8.6,1
660,17.8,14.3,66.7,10.1,0
401,9.3,3.9,5.2,47.0,2
362,25.5,28.3,38.0,8.3,1
663,0.7,27.1,12.9,27.3,2
72,6.8,19.6,72.7,14.1,0
611,37.3,19.0,91.2,20.5,1
340,19.3,20.3,33.2,25.7,1
180,3.6,44.7,86.7,18.7,0
578,23.0,25.5,47.6,27.4,2
360,20.3,8.4,66.2,49.9,0
242,34.1,19.4,89.6,11.7,1
318,20.3,0.2,48.5,27.5,1
718,9.4,39.0,52.6,4.4,0
58,21.0,10.1,48.8,10.7,1
747,22.3,20.5,47.5,18.5,2
737,34.3,17.4,3.0,29.3,2
523,18.7,21.3,1.4,9.3,1
346,20.3,36.4,52.0,42.6,2
672,36.9,12.1,33.7,21.2,1
135,9.6,47.5,1.9,49.2,2
544,17.1,38.0,95.6,49.2,0
168,31.5,9.9,94.9,33.9,1
454,31.6,36.7,11.9,7.7,2
543,24.2,36.4,97.8,9.6,0
609,29.9,12.3,46.2,32.1,2
84,30.4,20.6,74.6,26.2,1
203,3.4,35.8,39.7,43.8,0
448,38.9,35.8,72.4,3.2,1
275,4.7,41.1,5.4,37.2,2
420,0.0,23.6,80.2,15.9,0
243,2.1,44.3,69.4,4.3,0
125,16.8,8.2,51.7,7.6,1
536,15.3,2.4,80.0,15.1,0
640,22.5,34.0,22.2,8.1,2
600,25.1,47.7,7.8,44.6,2
527,15.9,8.3,54.1,21.0,0
569,4.7,13.0,86.8,10.2,0
658,33.7,27.5,96.2,14.9,0
674,21.8,20.5,44.2,14.7,1
62,38.6,8.8,15.9,43.8,1
324,11.3,45.6,90.3,42.7,0
492,29.6,7.2,79.7,24.4,1
589,0.9,41.4,39.3,46.7,2
150,36.3,46.2,86.6,16.7,1
371,34.2,30.3,45.9,32.0,2
73,29.1,11.8,35.8,6.0,1
733,32.4,49.7,82.6,35.6,2
555,31.6,13.0,80.5,29.4,0
571,0.1,37.7,29.8,36.9,2
322,12.8,4.7,16.8,34.7,1
625,16.1,32.2,29.5,7.6,2
667,2.9,34.2,35.2,16.7,0
633,4.1,4.3,30.9,47.1,0
635,6.8,30.8,86.2,24.9,0
394,24.1,3.4,77.8,44.4,0
581,8.2,38.7,38.4,0.6,0
69,40.0,29.6,28.4,35.4,1
215,17.5,36.2,64.4,22.0,0
471,33.5,9.6,57.4,49.6,2
180,6.6,12.5,82.2,22.9,0
341,31.3,7.5,74.7,14.7,1
88,27.8,7.0,60.2,38.3,1
298,20.5,3.7,40.7,31.7,1
654,0.7,25.6,66.0,44.1,0
113,33.9,34.6,18.1,9.5,1
639,18.5,45.5,5.8,31.3,2
73,37.3,3.0,38.8,30.7,1
394,5.4,23.7,50.2,38.5,0
446,20.2,16.1,49.1,18.3,1
246,27.2,17.0,60.3,19.6,1
445,29.9,10.6,85.2,38.9,0
307,26.6,38.7,35.1,11.1,1
228,19.2,1.1,43.5,31.5,1
129,38.7,2.4,69.2,47.2,1
126,31.8,33.2,41.3,43.6,2
124,38.1,1.1,60.6,22.8,1
645,6.1,25.9,39.9,4.1,0
596,4.1,19.2,41.0,42.2,0
125,6.5,11.6,47.3,19.8,1
304,6.1,26.1,91.3,19.0,0
669,1.2,49.1,80.9,48.1,0
497,1.3,34.7,66.1,10.0,0
426,22.6,0.5,34.1,18.0,1
438,16.2,36.8,23.6,15.4,2
227,40.0,44.2,54.7,7.7,1
391,3.4,25.4,72.8,3.9,0
490,32.2,36.9,23.1,19.6,2
539,10.3,41.8,77.8,43.2,0
100,5.1,1.1,38.9,42.4,0
546,11.6,27.9,73.6,21.3,0
519,31.5,27.0,12.4,43.2,2
67,24.4,11.5,35.4,41.0,1
221,34.5,12.1,11.3,7.8,1
